RespondentID,Date,Question,Answer,Region,AgeGroup,Gender
ef426e59-dd1a-479c-8613-3cc472d37efc,2026-04-12,Which feature should we prioritize next?,Export to PDF,West,55+,Female
995d1da4-65b5-44f7-9ee9-07f9cb586bff,2026-04-12,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
057ed86a-2e74-46fd-800b-3c3a0cf93146,2026-03-29,Which feature should we prioritize next?,Export to PDF,Central,25-34,Male
7c0fb122-a04f-4b37-ae25-d645090e20b1,2026-04-05,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
53cf2e66-dbc7-4f22-9a68-28506caabc27,2026-04-12,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
bb8215a2-e78e-4205-a1df-254f1637ae90,2026-03-29,Which feature should we prioritize next?,Real-time Sync,East,18-24,Male
7596ff09-fec8-44b8-b708-de5c77e21ca0,2026-04-09,Which feature should we prioritize next?,Export to PDF,South,45-54,Female
2730a63c-bd53-447f-b102-f3b8f03323d4,2026-04-05,Which feature should we prioritize next?,API Access,East,55+,Female
34867bb6-df55-4e48-8a4d-3541679223f7,2026-04-12,Which feature should we prioritize next?,Mobile App,South,25-34,Male
6f38754a-0801-4162-8391-a8eac270eaba,2026-03-31,Which feature should we prioritize next?,Mobile App,West,35-44,Female
e3c27723-e74c-4f4e-933e-3e3e70cdc6d3,2026-04-02,Which feature should we prioritize next?,Export to PDF,South,45-54,Male
fa17ad9a-bc97-49cf-85e6-b9b3ea6c290c,2026-03-27,Which feature should we prioritize next?,Export to PDF,South,45-54,Male
e2062d93-7b78-4bb7-9ee1-9d65d5b810df,2026-03-25,Which feature should we prioritize next?,Export to PDF,North,25-34,Male
bd312837-85fa-4c40-b4af-bbca6ce7ce0f,2026-04-14,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
26776611-adb3-44bd-b248-6e665c8a01f0,2026-04-08,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
9d72cb64-d48f-4306-b1b6-5ea23e8a4ea9,2026-03-18,Which feature should we prioritize next?,Dark Mode,Central,45-54,Female
ada76eb6-6c6f-452a-bd7d-e05e16c50b66,2026-03-23,Which feature should we prioritize next?,Dark Mode,North,45-54,Female
b06be827-3b91-4cb0-9925-672b0481ba27,2026-04-09,Which feature should we prioritize next?,Mobile App,West,25-34,Female
5792745b-7551-4333-aa12-b1473cc3bf0f,2026-03-20,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
9042fda9-755d-4c9c-9632-4a0100fd053e,2026-04-09,Which feature should we prioritize next?,Real-time Sync,Central,55+,Male
ee0e645c-248c-477d-b4ff-f3ca8646cc7b,2026-03-28,Which feature should we prioritize next?,Real-time Sync,West,45-54,Male
0527dc81-f02a-47cd-827c-e4a03678abfc,2026-04-03,Which feature should we prioritize next?,API Access,East,55+,Male
49386501-e8da-4104-9ca9-8971049597bf,2026-04-14,Which feature should we prioritize next?,Export to PDF,East,45-54,Male
def4b990-7449-494f-9530-2247ca00e9f6,2026-04-10,Which feature should we prioritize next?,Dark Mode,North,25-34,Female
3d71adb8-7b7b-4020-a282-4b9dfd5a128a,2026-04-07,Which feature should we prioritize next?,Real-time Sync,North,35-44,Female
57fcfbca-ca8d-481a-b9f2-ffcb2ca60cec,2026-03-21,Which feature should we prioritize next?,Export to PDF,Central,35-44,Female
b9dfc02b-7569-455c-bb62-0ad00352f6ee,2026-03-19,Which feature should we prioritize next?,Real-time Sync,Central,18-24,Male
657b5057-78fb-47e4-a2f6-4402d6457223,2026-03-29,Which feature should we prioritize next?,Real-time Sync,South,35-44,Female
79eca7b1-8bf2-4eb9-b1c9-04997d6c3fdc,2026-04-08,Which feature should we prioritize next?,API Access,Central,45-54,Male
9f91e862-5e9d-4202-845f-0d783d7cf115,2026-04-14,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
cca0c96f-b801-4e90-8748-0bba9ab36ced,2026-03-19,Which feature should we prioritize next?,Export to PDF,West,45-54,Male
9137a673-9c3b-4f6f-b823-bfc5ecfb4e72,2026-03-26,Which feature should we prioritize next?,API Access,North,35-44,Female
2742991a-6abb-4501-a2a9-ea88472699df,2026-03-22,Which feature should we prioritize next?,Dark Mode,West,55+,Other
d89806c0-1582-485f-8b8e-621280fb6510,2026-04-08,Which feature should we prioritize next?,Dark Mode,Central,18-24,Male
34119b01-4ba4-4695-92cb-8114aa9366f1,2026-04-16,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
c0bf51d2-0b0f-4109-a56e-03483bdd5c44,2026-04-12,Which feature should we prioritize next?,Real-time Sync,West,35-44,Female
3a5eea69-6759-4a8e-9d3c-907747966f66,2026-04-01,Which feature should we prioritize next?,Mobile App,West,25-34,Male
a4c19ecb-1a99-4ce1-a606-f9c5badcc688,2026-03-22,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
287f968b-f572-4a37-83bb-b66832277a51,2026-03-25,Which feature should we prioritize next?,Dark Mode,West,45-54,Male
92c27d84-5016-4fa2-8457-499fac69fb48,2026-03-28,Which feature should we prioritize next?,Dark Mode,South,18-24,Other
7d62ecc7-1969-455b-856e-f633137eed5f,2026-04-10,Which feature should we prioritize next?,Real-time Sync,Central,35-44,Male
c6c75619-f01f-4022-bf54-137378b3fae5,2026-04-12,Which feature should we prioritize next?,Dark Mode,West,35-44,Female
c84f09b7-73ec-4ec8-9691-d3fe32cd6bc6,2026-03-23,Which feature should we prioritize next?,Export to PDF,Central,25-34,Male
682f11ac-b0e8-422e-b78e-3dce9d3b63b0,2026-04-12,Which feature should we prioritize next?,API Access,East,55+,Female
88fa143c-fef7-403e-a332-d4d623764eaf,2026-04-02,Which feature should we prioritize next?,Mobile App,South,45-54,Male
5b751884-9894-4a31-9b4e-0b6a825943b2,2026-03-19,Which feature should we prioritize next?,Mobile App,West,35-44,Female
7afa2259-5a45-406c-961f-12c49d14b3cd,2026-04-08,Which feature should we prioritize next?,Mobile App,East,45-54,Female
d29b766f-4d1f-4b61-9788-f199e9e52eaa,2026-04-16,Which feature should we prioritize next?,Export to PDF,East,35-44,Female
b691067e-38b6-4d19-9e2a-d07aab4fbd60,2026-03-31,Which feature should we prioritize next?,Dark Mode,Central,55+,Female
b3244f0b-5198-4493-a5ef-48e52a64af25,2026-03-23,Which feature should we prioritize next?,API Access,East,35-44,Male
ab9dffb0-9fb3-4d91-a06d-99d9ea215d3a,2026-04-12,Which feature should we prioritize next?,API Access,South,45-54,Female
cdefb9be-7094-4e84-a222-b144cd774483,2026-03-30,Which feature should we prioritize next?,API Access,South,45-54,Male
bb3f9cfd-68e6-4bc7-8d61-f9145439f2ef,2026-03-30,Which feature should we prioritize next?,API Access,North,25-34,Male
ddd505d2-c5ac-415d-937f-72b967ed1717,2026-03-29,Which feature should we prioritize next?,Export to PDF,South,45-54,Female
7a6a1427-5925-4bcf-815c-a62e93a70d8b,2026-03-30,Which feature should we prioritize next?,Export to PDF,East,25-34,Male
8347626f-aae5-4cfe-b6a0-4efdd1b51044,2026-03-31,Which feature should we prioritize next?,Mobile App,South,25-34,Female
7285687b-9410-407a-9486-950fd17bd10f,2026-03-18,Which feature should we prioritize next?,Dark Mode,Central,25-34,Other
80eeac3e-fb61-4b88-8f4b-a1fd9171383f,2026-04-16,Which feature should we prioritize next?,Mobile App,North,55+,Male
dbad5fcc-4f80-4165-92a1-5cfb1941ed99,2026-04-15,Which feature should we prioritize next?,Mobile App,East,45-54,Female
237dffb4-d909-430f-81c8-364f4c1d0e60,2026-04-15,Which feature should we prioritize next?,API Access,North,45-54,Male
5caac9bf-5cf9-4203-9f1b-6ecfcdc4b050,2026-03-18,Which feature should we prioritize next?,Dark Mode,East,45-54,Male
ae18f578-7472-43c8-a363-4ccb4f5682f0,2026-04-12,Which feature should we prioritize next?,Export to PDF,Central,35-44,Male
6bd381cd-f814-44a8-83fa-05b4557f98a7,2026-03-30,Which feature should we prioritize next?,Dark Mode,North,55+,Female
a24ac0c0-8e39-40c9-b71a-61f2c3d785c4,2026-04-10,Which feature should we prioritize next?,Export to PDF,West,35-44,Female
8ac7b2c5-7324-425e-aa35-eacd6b93dc4a,2026-04-09,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
8c1ee454-acf8-452c-b5ef-31e5a92294fd,2026-04-07,Which feature should we prioritize next?,Export to PDF,West,25-34,Other
57e8a3f4-773c-4b63-ac68-920196c179d3,2026-04-07,Which feature should we prioritize next?,Export to PDF,North,45-54,Male
984ecf6e-e33f-455a-87e9-d49bb33f8c19,2026-04-08,Which feature should we prioritize next?,Dark Mode,West,45-54,Male
772ecf02-49ba-4d78-8665-de224228428a,2026-04-03,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
9039542a-a0e7-4a98-b305-464de99e2482,2026-03-19,Which feature should we prioritize next?,Dark Mode,North,18-24,Female
254de179-9916-4a7e-a962-7c0300763653,2026-03-27,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
876123cd-56e9-4383-9c2c-34cca01659a8,2026-03-30,Which feature should we prioritize next?,API Access,West,18-24,Male
768c59b9-ede8-4fc9-86ce-27b2d7e75c5a,2026-04-12,Which feature should we prioritize next?,Export to PDF,West,45-54,Female
651c004b-b233-453a-b11c-c9b9a0a1214a,2026-04-08,Which feature should we prioritize next?,Dark Mode,Central,55+,Female
43e6bcd4-be6e-4a57-97a5-3c26709d1518,2026-03-22,Which feature should we prioritize next?,Export to PDF,West,25-34,Male
487a47c3-53f7-4e6d-8454-78f0214dd5aa,2026-04-02,Which feature should we prioritize next?,Mobile App,West,25-34,Male
59ad82ae-a7e0-4c94-b5c5-9c377022743e,2026-04-06,Which feature should we prioritize next?,Dark Mode,West,45-54,Female
0a83722f-8450-41cc-9735-149a132ece56,2026-04-05,Which feature should we prioritize next?,Mobile App,South,45-54,Female
fed8c71c-9f4b-4c65-83d7-5cec49a5bc32,2026-04-10,Which feature should we prioritize next?,Dark Mode,Central,35-44,Male
9aef2498-3d41-415b-8fb4-4fbad80e59c6,2026-03-25,Which feature should we prioritize next?,Dark Mode,West,55+,Female
66856c93-ee10-48d3-a312-7b1739ca9832,2026-03-30,Which feature should we prioritize next?,Export to PDF,Central,18-24,Male
34763891-cefb-4849-8c2c-7dcccfbbaebf,2026-04-12,Which feature should we prioritize next?,Export to PDF,East,35-44,Male
c25da3e3-b875-472d-9348-600a9c57b347,2026-03-24,Which feature should we prioritize next?,Mobile App,East,45-54,Female
9ffa100c-4014-4894-9aa5-1c4ae797e8e6,2026-03-23,Which feature should we prioritize next?,Mobile App,West,45-54,Female
823d399f-9cb1-4523-a905-8a8e1f36df50,2026-04-16,Which feature should we prioritize next?,Real-time Sync,Central,25-34,Male
77ceffd1-5094-43d3-863b-a698a0003122,2026-04-15,Which feature should we prioritize next?,Export to PDF,Central,45-54,Female
8990901c-1050-48ef-aa18-5b9b6be36be1,2026-03-21,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
4e5ee37d-a26d-4a47-a8d8-6c5fbfe92270,2026-04-14,Which feature should we prioritize next?,Dark Mode,South,25-34,Female
c3e486bd-78fc-472d-ae94-c224fc95e06b,2026-04-03,Which feature should we prioritize next?,Dark Mode,East,18-24,Female
f2c38753-fda4-4fe2-bce9-16f1abe7bf1b,2026-04-10,Which feature should we prioritize next?,Export to PDF,Central,45-54,Female
f50914a4-3b75-4303-8918-b865883ee670,2026-04-12,Which feature should we prioritize next?,Dark Mode,Central,25-34,Female
a194d201-2a69-4698-bec2-897e05e673f1,2026-04-16,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
9dcce2df-adc2-4e56-af3c-1ffc30d94c32,2026-03-28,Which feature should we prioritize next?,Real-time Sync,South,25-34,Male
7a53688b-c4b1-4556-a71c-50bf3844a251,2026-04-05,Which feature should we prioritize next?,API Access,Central,45-54,Male
89f4d979-8c28-434f-a691-3684e1dc5134,2026-03-20,Which feature should we prioritize next?,Mobile App,North,35-44,Female
7e24f9c1-ee66-4701-9ffd-db9dafc39294,2026-04-09,Which feature should we prioritize next?,Export to PDF,Central,45-54,Female
069c5d65-bc07-4a9b-b2f3-a990417de61d,2026-04-15,Which feature should we prioritize next?,Dark Mode,Central,25-34,Male
1d65e4c4-ba74-4467-9024-cd61b71e2654,2026-04-06,Which feature should we prioritize next?,Dark Mode,South,35-44,Male
ebe88514-c268-4e12-b7da-e66f0bb413d5,2026-03-18,Which feature should we prioritize next?,Dark Mode,South,35-44,Female
aafedc33-9e5f-4ab0-b7b8-378cdff13022,2026-04-16,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
d92641a1-a6c6-4474-8a33-1092d0f5e4ab,2026-03-23,Which feature should we prioritize next?,Mobile App,Central,55+,Female
39e57faf-c173-41a6-9c2f-d4ed3f5e5bec,2026-04-10,Which feature should we prioritize next?,Mobile App,Central,18-24,Male
010a6877-72a4-4cf1-826c-50084fb1f964,2026-03-23,Which feature should we prioritize next?,Dark Mode,South,35-44,Female
32c6c109-843b-45c5-b28f-f7cac88afbb3,2026-04-11,Which feature should we prioritize next?,Real-time Sync,Central,18-24,Female
ac00b870-605c-40ca-a8a6-b20d9200e844,2026-03-26,Which feature should we prioritize next?,Mobile App,Central,35-44,Male
26a92694-6432-4c5e-b062-b564cd550c5b,2026-04-01,Which feature should we prioritize next?,Export to PDF,West,25-34,Male
d67fe9b3-8ad0-4b3a-a17e-688891bdd63c,2026-04-01,Which feature should we prioritize next?,Mobile App,North,25-34,Male
f229a5d1-d643-4e53-a319-1b5fbb120d2b,2026-03-24,Which feature should we prioritize next?,Export to PDF,East,25-34,Female
522c7936-e2f3-4b00-8985-4e6f0779e10d,2026-03-31,Which feature should we prioritize next?,Dark Mode,North,35-44,Female
490d8bd7-31b4-4bfa-8b46-e7808281319e,2026-03-31,Which feature should we prioritize next?,Export to PDF,West,25-34,Male
b7e264ad-5f43-491c-95b3-bf04872255db,2026-04-14,Which feature should we prioritize next?,Mobile App,East,45-54,Female
95b626a5-8db5-4f3a-bb56-14bbdd2b85da,2026-04-14,Which feature should we prioritize next?,Dark Mode,Central,25-34,Female
70b5fef9-a69a-46da-901d-0d8df681d7cd,2026-04-06,Which feature should we prioritize next?,Dark Mode,West,18-24,Male
09900c7b-1313-4809-a640-f03d046f495c,2026-04-07,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
92dae117-b437-4cf2-94aa-b48571a4862c,2026-03-24,Which feature should we prioritize next?,Dark Mode,South,25-34,Female
c4ab09b9-db10-418f-ba2e-17c897034b43,2026-04-15,Which feature should we prioritize next?,API Access,West,25-34,Female
034b3cc4-dd70-4166-a10d-b76d38ec2b53,2026-04-04,Which feature should we prioritize next?,Mobile App,South,35-44,Female
11e8672f-7337-4d75-9468-84f9dd97e11c,2026-03-24,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
accda6f3-6ba6-4697-851c-8427bb60fa55,2026-04-06,Which feature should we prioritize next?,Dark Mode,West,18-24,Female
1ce7caa1-a0fa-4bd9-a378-e8d2490c2627,2026-04-15,Which feature should we prioritize next?,Export to PDF,South,25-34,Male
211e92b6-1758-4bc1-b0b5-e4aac890c88d,2026-04-06,Which feature should we prioritize next?,Export to PDF,East,55+,Female
796ddb92-58d7-4054-8754-6744be33ae8b,2026-03-19,Which feature should we prioritize next?,Dark Mode,North,35-44,Female
da100b77-944e-4080-a917-9961824b6c80,2026-04-07,Which feature should we prioritize next?,Export to PDF,Central,35-44,Female
d2d05fe7-2721-4cfb-9eee-382e5f8ce8ec,2026-04-15,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
3851f3ab-ca31-4e6b-be4d-59a0e10248d8,2026-04-11,Which feature should we prioritize next?,Mobile App,Central,25-34,Male
2957ff4a-3546-4fb2-989e-bbf63dac6c8a,2026-04-15,Which feature should we prioritize next?,Mobile App,South,25-34,Male
83210ba3-f96c-45bd-b48b-818f9a9e96ab,2026-03-18,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
77a7068c-ba2d-4701-8143-a1cf41413a81,2026-03-19,Which feature should we prioritize next?,Export to PDF,South,18-24,Male
00b7c645-0390-4ffc-9759-86394060e57c,2026-03-26,Which feature should we prioritize next?,Mobile App,Central,25-34,Female
708d61f6-b728-42a7-9de6-b3cfb3736db8,2026-03-31,Which feature should we prioritize next?,Export to PDF,North,25-34,Female
c18b52b0-db44-4b77-b6cb-da76390e8dbd,2026-04-10,Which feature should we prioritize next?,API Access,North,25-34,Male
a3351c84-61de-4010-a5f2-6f526c192ee8,2026-03-21,Which feature should we prioritize next?,Mobile App,North,55+,Female
6c6fba06-056f-49a4-a6bf-65530933dc1d,2026-04-09,Which feature should we prioritize next?,Dark Mode,North,18-24,Male
1ab132de-0e67-4b9c-af61-3fc3dfb2b0bf,2026-03-29,Which feature should we prioritize next?,Dark Mode,North,35-44,Male
bb95ab7f-6f6a-4696-b5ea-b5846d45de92,2026-04-15,Which feature should we prioritize next?,Mobile App,North,25-34,Male
670f590c-431a-4b72-ae18-5dc0b1d163f6,2026-04-02,Which feature should we prioritize next?,Dark Mode,South,55+,Female
a4929a24-b350-42fb-ac4f-6b7128b97c0a,2026-03-18,Which feature should we prioritize next?,Export to PDF,West,18-24,Male
97cd0604-5a75-418c-852e-2bb2c1fc4a34,2026-04-05,Which feature should we prioritize next?,Real-time Sync,Central,25-34,Male
311c094d-1480-44bd-927b-5f9039afe0af,2026-03-24,Which feature should we prioritize next?,Export to PDF,North,45-54,Male
1a9a58e8-7ee0-4fd1-995c-edfcbea312c1,2026-03-21,Which feature should we prioritize next?,Export to PDF,South,45-54,Female
7cb9cf88-69fc-4c04-9cbb-833225bd0caf,2026-04-05,Which feature should we prioritize next?,Mobile App,South,25-34,Male
bfb405b3-f029-4f8d-8bd2-ae10f0d39d29,2026-03-31,Which feature should we prioritize next?,Export to PDF,South,25-34,Female
e90dc369-1c39-4ae0-86cf-f2556cbbf674,2026-04-03,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
c8978978-f2d7-429a-9f15-74cdb0d61c9f,2026-04-16,Which feature should we prioritize next?,Real-time Sync,Central,25-34,Female
0230be95-fb92-47e8-851c-b8ed5f54d30a,2026-04-02,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
7b535670-1395-4cd3-8af4-8e2d44bb0d80,2026-04-15,Which feature should we prioritize next?,Real-time Sync,East,35-44,Male
e25b752d-a679-4703-9552-d2c80ab142a4,2026-04-07,Which feature should we prioritize next?,API Access,South,25-34,Male
0cf49818-b78a-4ae9-97a6-eca14a5f9793,2026-03-22,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
aebe568b-c69d-4246-b1f7-b5ac3bf9b373,2026-04-09,Which feature should we prioritize next?,Dark Mode,North,35-44,Male
934b8ad4-8d87-4ceb-934c-431069a49905,2026-03-19,Which feature should we prioritize next?,Dark Mode,North,55+,Female
a7d6c36d-dfcc-4755-b977-6a4c0fd79f09,2026-04-02,Which feature should we prioritize next?,Dark Mode,West,35-44,Female
3cbff035-b8f1-4354-bf63-1ca01798965a,2026-03-23,Which feature should we prioritize next?,Dark Mode,Central,18-24,Female
7d7bc5f1-d8c3-4add-bdaf-6e4d33b218d0,2026-04-14,Which feature should we prioritize next?,Mobile App,East,18-24,Female
717d4e96-d0e8-4509-89af-8cca40d049b5,2026-03-28,Which feature should we prioritize next?,Dark Mode,Central,55+,Other
9cafad12-b5b2-4da2-9c9e-1f09c712cdfe,2026-03-31,Which feature should we prioritize next?,Dark Mode,West,25-34,Female
5d9f64d4-4b2a-4ca4-bb1c-8080189f0e91,2026-04-08,Which feature should we prioritize next?,API Access,North,18-24,Male
e9c47b7a-9078-4d5f-89a1-46eb2da43ae2,2026-04-10,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
92b920e0-b1e6-4aa8-b75a-e25e751f87b8,2026-04-15,Which feature should we prioritize next?,API Access,Central,35-44,Male
625d0aaf-e562-4c1d-ac43-e45a8033acbf,2026-04-10,Which feature should we prioritize next?,Dark Mode,North,35-44,Male
ebf114e2-33b7-4b88-bf8d-ba60ba75e1e8,2026-04-01,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
36ac71a1-d586-40d3-9906-0aa34f563a10,2026-03-20,Which feature should we prioritize next?,Dark Mode,North,18-24,Male
33b7b206-2894-413d-a368-cc744fcf614b,2026-04-02,Which feature should we prioritize next?,Mobile App,Central,55+,Male
d1123dfb-0adb-45be-a914-9a129c3c4f75,2026-04-15,Which feature should we prioritize next?,API Access,East,25-34,Male
850d3b65-b4f1-4ae8-9c1c-369539796575,2026-03-21,Which feature should we prioritize next?,Mobile App,East,35-44,Female
63329c8c-659f-4eb7-98ce-347ee34bfc22,2026-03-30,Which feature should we prioritize next?,API Access,North,45-54,Female
5e7a0699-ea93-415b-9883-0cad72b1606c,2026-03-19,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
6beef7aa-c31a-4a7b-a4b8-bdfee0e8191a,2026-04-13,Which feature should we prioritize next?,Dark Mode,West,25-34,Male
0dd3ef7c-9083-4473-a767-11a922051b45,2026-03-18,Which feature should we prioritize next?,Mobile App,Central,25-34,Female
dd98af59-4179-4d9f-9d09-11e1f829dc4a,2026-04-15,Which feature should we prioritize next?,API Access,South,35-44,Female
ce499175-7dee-479b-8290-14c733c2de4a,2026-04-10,Which feature should we prioritize next?,Real-time Sync,West,45-54,Male
a7be26a6-d99f-4bf7-98e3-ec142549ec85,2026-03-24,Which feature should we prioritize next?,Export to PDF,East,55+,Male
1606f9a9-d0dd-4b8a-a976-64b92088992a,2026-03-24,Which feature should we prioritize next?,Export to PDF,West,18-24,Male
91d7bd5e-788d-419f-8906-2b1bfc2d54c1,2026-03-20,Which feature should we prioritize next?,Mobile App,East,25-34,Other
980305a6-dcdb-447e-8c95-893512cf43ac,2026-03-27,Which feature should we prioritize next?,Dark Mode,East,55+,Female
080e344e-93d4-4abf-b063-461aaa347b06,2026-04-07,Which feature should we prioritize next?,Real-time Sync,West,45-54,Female
0372ef84-127a-49c2-8bff-13edf2211227,2026-04-06,Which feature should we prioritize next?,API Access,East,45-54,Male
3d5b6b07-fe80-4d5e-8d44-27500f9839d0,2026-04-01,Which feature should we prioritize next?,Export to PDF,East,25-34,Female
d6b28e2f-4c07-4714-ac11-fc79dde68821,2026-03-28,Which feature should we prioritize next?,Mobile App,South,35-44,Female
26aba0ca-d22f-4e6c-8164-0721ef76b6a1,2026-03-30,Which feature should we prioritize next?,Mobile App,Central,45-54,Female
7b015768-98c6-40dd-bb7f-5c227c482a3a,2026-03-31,Which feature should we prioritize next?,Dark Mode,Central,35-44,Other
4af83084-4e79-40bf-a2f4-623840b5b62f,2026-03-20,Which feature should we prioritize next?,API Access,South,25-34,Male
0d6ec26e-2317-4a69-98f6-8e8f4cfe8d5e,2026-04-02,Which feature should we prioritize next?,Export to PDF,West,18-24,Male
c0d04f61-b00f-4b32-94b9-e24e00307290,2026-04-01,Which feature should we prioritize next?,API Access,North,35-44,Female
4e01fd9b-a981-4086-8d60-b59af80fa931,2026-04-08,Which feature should we prioritize next?,Dark Mode,North,25-34,Female
9bacbc2a-9094-466c-86e0-3219d9c53b5b,2026-03-25,Which feature should we prioritize next?,API Access,North,35-44,Female
a3a0fcec-ea34-4aa6-97ff-3975f23ae5df,2026-04-07,Which feature should we prioritize next?,Export to PDF,South,55+,Male
5475a80c-c1be-4159-979b-eb8aa0408992,2026-04-16,Which feature should we prioritize next?,Dark Mode,South,25-34,Female
37f2acd0-c9fd-4c32-80f3-f1eabf5b49b4,2026-04-11,Which feature should we prioritize next?,API Access,East,45-54,Male
1208e48d-bb44-427d-80c7-ab0842d6a70a,2026-04-07,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
917c3066-6cc5-4e96-b341-df7028c45af5,2026-03-28,Which feature should we prioritize next?,Dark Mode,West,35-44,Female
1b48b3c1-b817-457c-bfa8-98d1cadd9dff,2026-04-04,Which feature should we prioritize next?,Real-time Sync,West,55+,Female
e27f9dd5-fd77-4779-b892-cf44ab1c4eb9,2026-04-02,Which feature should we prioritize next?,Real-time Sync,North,18-24,Male
c42fcbb9-28e5-4509-ad3d-981e0caa72f0,2026-04-08,Which feature should we prioritize next?,Export to PDF,North,18-24,Male
a6d409db-ef29-4abe-ad57-e19942f531fd,2026-03-18,Which feature should we prioritize next?,Mobile App,North,25-34,Male
df70f0f8-bbfa-430a-8d2c-272f0cbd2e5c,2026-04-11,Which feature should we prioritize next?,Export to PDF,South,18-24,Male
3709f122-dfea-436a-a8cf-92f47f25054b,2026-04-10,Which feature should we prioritize next?,Dark Mode,South,45-54,Female
587cf1fb-a769-4ed2-9e74-ce348bcc3fa5,2026-03-24,Which feature should we prioritize next?,Dark Mode,South,55+,Female
0ab06d4b-a172-432e-8550-e87d39f568fb,2026-04-16,Which feature should we prioritize next?,Mobile App,Central,25-34,Male
1354a339-0fb7-4828-8693-affa3fe654b0,2026-03-28,Which feature should we prioritize next?,Mobile App,West,25-34,Female
d626efd3-1366-44a9-855a-deb2cf061c38,2026-04-14,Which feature should we prioritize next?,Mobile App,West,25-34,Female
88fecb3b-2ebd-4e3a-ab46-cbff8ae5d675,2026-03-29,Which feature should we prioritize next?,Mobile App,East,45-54,Female
62bebb0c-8e03-4bbc-8748-9e9d411dcb71,2026-03-26,Which feature should we prioritize next?,Dark Mode,South,18-24,Male
0db80886-05cd-4e64-943d-464e52b4a615,2026-03-29,Which feature should we prioritize next?,Export to PDF,Central,35-44,Female
40a3c77c-80a6-4cb6-a4b2-f76bb56d6973,2026-04-02,Which feature should we prioritize next?,Dark Mode,Central,35-44,Male
c2d6b2e6-a5c2-4338-8074-238caca828d3,2026-04-06,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
8e4faaef-ecdb-423a-ac44-c5ca5bed6a65,2026-03-22,Which feature should we prioritize next?,Export to PDF,South,25-34,Male
d98164f3-8377-44f9-88c1-3dc4aa2af528,2026-04-09,Which feature should we prioritize next?,API Access,East,45-54,Female
d99c0e6b-8faa-4d50-aeb6-ea1bf8fd6fc8,2026-04-02,Which feature should we prioritize next?,Export to PDF,South,18-24,Male
77e862f9-68c4-40b2-b047-7c067be8c1a4,2026-03-22,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
955665ac-206f-476e-ad40-ea26ab563409,2026-04-13,Which feature should we prioritize next?,Dark Mode,South,45-54,Male
9f47b4f6-8aef-486c-8a01-bcf05f3dc612,2026-04-16,Which feature should we prioritize next?,Mobile App,North,45-54,Female
508e9a7d-49e9-449c-a7a1-b3c58b54ab58,2026-04-05,Which feature should we prioritize next?,Dark Mode,North,18-24,Female
46d94385-de2e-4f9c-a64f-a0c2b5bec2bf,2026-04-10,Which feature should we prioritize next?,Dark Mode,East,25-34,Male
49a52d32-c597-4265-b363-2e7871fd982b,2026-03-25,Which feature should we prioritize next?,Dark Mode,West,25-34,Female
c86e49db-872c-48d6-8607-8752c54c5e32,2026-03-21,Which feature should we prioritize next?,Dark Mode,South,25-34,Female
eba7dc4c-1183-452d-9e60-9c72b9b2c778,2026-03-23,Which feature should we prioritize next?,Dark Mode,North,25-34,Female
9d4c2f44-bcac-4e76-a8fe-2a84e48a7065,2026-03-31,Which feature should we prioritize next?,API Access,South,18-24,Male
b4713011-ede7-458c-9cb7-ddbc6473bb37,2026-03-22,Which feature should we prioritize next?,Mobile App,West,35-44,Female
426bce38-ca77-48e3-a512-ab03efca5830,2026-04-08,Which feature should we prioritize next?,Dark Mode,West,45-54,Female
b1ee58ce-c1c9-4964-9329-1ee81b9958e2,2026-04-08,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
92ca6711-e554-4300-ab9b-12f07a3ef73d,2026-03-18,Which feature should we prioritize next?,Real-time Sync,West,35-44,Male
